Housing ID,price,area,bedrooms,bathrooms,stories,mainroad,Mainroad1,guestroom,Guestroom1,basement,basement1,hotwaterheating,Hotwaterheating2,airconditioning,Airconditioning3,parking,prefarea,Prefarea1,furnishingstatus
Housing id -253,4515000,9860,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -254,4515000,3520,2,1,2,yes,1,no,0,no,0,no,0,no,0,0,yes,1,furnished
Housing id -255,4480000,4510,4,1,2,yes,1,no,0,no,0,no,0,yes,1,2,no,0,semi-furnished
Housing id -256,4480000,5885,2,1,1,yes,1,no,0,no,0,no,0,yes,1,1,no,0,unfurnished
Housing id -257,4480000,4000,3,1,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,furnished
Housing id -258,4480000,8250,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -259,4480000,4040,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -260,4473000,6360,2,1,1,yes,1,no,0,yes,1,no,0,yes,1,1,no,0,furnished
Housing id -261,4473000,3162,3,1,2,yes,1,no,0,no,0,no,0,yes,1,1,no,0,furnished
Housing id -262,4473000,3510,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -263,4445000,3750,2,1,1,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -264,4410000,3968,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -265,4410000,4900,2,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -266,4403000,2880,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -267,4403000,4880,3,1,1,yes,1,no,0,no,0,no,0,no,0,2,yes,1,unfurnished
Housing id -268,4403000,4920,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -269,4382000,4950,4,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,semi-furnished
Housing id -270,4375000,3900,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -271,4340000,4500,3,2,3,yes,1,no,0,no,0,yes,1,no,0,1,no,0,furnished
Housing id -272,4340000,1905,5,1,2,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -273,4340000,4075,3,1,1,yes,1,yes,1,yes,1,no,0,no,0,2,no,0,semi-furnished
Housing id -274,4340000,3500,4,1,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,furnished
Housing id -275,4340000,6450,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -276,4319000,4032,2,1,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,furnished
Housing id -277,4305000,4400,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -278,4305000,10360,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,yes,1,semi-furnished
Housing id -279,4277000,3400,3,1,2,yes,1,no,0,yes,1,no,0,no,0,2,yes,1,semi-furnished
Housing id -280,4270000,6360,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -281,4270000,6360,2,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -282,4270000,4500,2,1,1,yes,1,no,0,no,0,no,0,yes,1,2,no,0,furnished
Housing id -283,4270000,2175,3,1,2,no,0,yes,1,yes,1,no,0,yes,1,0,no,0,unfurnished
Housing id -284,4270000,4360,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -285,4270000,7770,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,furnished
Housing id -286,4235000,6650,3,1,2,yes,1,yes,1,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -287,4235000,2787,3,1,1,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,furnished
Housing id -288,4200000,5500,3,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -289,4200000,5040,3,1,2,yes,1,no,0,yes,1,no,0,yes,1,0,no,0,unfurnished
Housing id -290,4200000,5850,2,1,1,yes,1,yes,1,yes,1,no,0,no,0,2,no,0,semi-furnished
Housing id -291,4200000,2610,4,3,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -292,4200000,2953,3,1,2,yes,1,no,0,yes,1,no,0,yes,1,0,no,0,unfurnished
Housing id -293,4200000,2747,4,2,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -294,4200000,4410,2,1,1,no,0,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -295,4200000,4000,4,2,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -296,4200000,2325,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -297,4200000,4600,3,2,2,yes,1,no,0,no,0,no,0,yes,1,1,no,0,semi-furnished
Housing id -298,4200000,3640,3,2,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -299,4200000,5800,3,1,1,yes,1,no,0,no,0,yes,1,no,0,2,no,0,semi-furnished
Housing id -300,4200000,7000,3,1,1,yes,1,no,0,no,0,no,0,no,0,3,no,0,furnished
Housing id -301,4200000,4079,3,1,3,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -302,4200000,3520,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -303,4200000,2145,3,1,3,yes,1,no,0,no,0,no,0,no,0,1,yes,1,unfurnished
Housing id -304,4200000,4500,3,1,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,furnished
Housing id -305,4193000,8250,3,1,1,yes,1,no,0,yes,1,no,0,no,0,3,no,0,semi-furnished
Housing id -306,4193000,3450,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -307,4165000,4840,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -308,4165000,4080,3,1,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,semi-furnished
Housing id -309,4165000,4046,3,1,2,yes,1,no,0,yes,1,no,0,no,0,1,no,0,semi-furnished
Housing id -310,4130000,4632,4,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,semi-furnished
Housing id -311,4130000,5985,3,1,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -312,4123000,6060,2,1,1,yes,1,no,0,yes,1,no,0,no,0,1,no,0,semi-furnished
Housing id -313,4098500,3600,3,1,1,yes,1,no,0,yes,1,no,0,yes,1,0,yes,1,furnished
Housing id -314,4095000,3680,3,2,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -315,4095000,4040,2,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -316,4095000,5600,2,1,1,yes,1,no,0,no,0,no,0,yes,1,0,no,0,semi-furnished
Housing id -317,4060000,5900,4,2,2,no,0,no,0,yes,1,no,0,no,0,1,no,0,unfurnished
Housing id -318,4060000,4992,3,2,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,unfurnished
Housing id -319,4060000,4340,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -320,4060000,3000,4,1,3,yes,1,no,0,yes,1,no,0,yes,1,2,no,0,semi-furnished
Housing id -321,4060000,4320,3,1,2,yes,1,no,0,no,0,no,0,no,0,2,yes,1,furnished
Housing id -322,4025000,3630,3,2,2,yes,1,no,0,no,0,yes,1,no,0,2,no,0,semi-furnished
Housing id -323,4025000,3460,3,2,1,yes,1,no,0,yes,1,no,0,yes,1,1,no,0,furnished
Housing id -324,4025000,5400,3,1,1,yes,1,no,0,no,0,no,0,no,0,3,no,0,semi-furnished
Housing id -325,4007500,4500,3,1,2,no,0,no,0,yes,1,no,0,yes,1,0,no,0,semi-furnished
Housing id -326,4007500,3460,4,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,semi-furnished
Housing id -327,3990000,4100,4,1,1,no,0,no,0,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -328,3990000,6480,3,1,2,no,0,no,0,no,0,no,0,yes,1,1,no,0,semi-furnished
Housing id -329,3990000,4500,3,2,2,no,0,no,0,yes,1,no,0,yes,1,0,no,0,semi-furnished
Housing id -330,3990000,3960,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -331,3990000,4050,2,1,2,yes,1,yes,1,yes,1,no,0,no,0,0,yes,1,unfurnished
Housing id -332,3920000,7260,3,2,1,yes,1,yes,1,yes,1,no,0,no,0,3,no,0,furnished
Housing id -333,3920000,5500,4,1,2,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -334,3920000,3000,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -335,3920000,3290,2,1,1,yes,1,no,0,no,0,yes,1,no,0,1,no,0,furnished
Housing id -336,3920000,3816,2,1,1,yes,1,no,0,yes,1,no,0,yes,1,2,no,0,furnished
Housing id -337,3920000,8080,3,1,1,yes,1,no,0,no,0,no,0,yes,1,2,no,0,semi-furnished
Housing id -338,3920000,2145,4,2,1,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,unfurnished
Housing id -339,3885000,3780,2,1,2,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -340,3885000,3180,4,2,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -341,3850000,5300,5,2,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -342,3850000,3180,2,2,1,yes,1,no,0,yes,1,no,0,no,0,2,no,0,semi-furnished
Housing id -343,3850000,7152,3,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,furnished
Housing id -344,3850000,4080,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -345,3850000,3850,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -346,3850000,2015,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,semi-furnished
Housing id -347,3850000,2176,2,1,2,yes,1,yes,1,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -348,3836000,3350,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -349,3815000,3150,2,2,1,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -350,3780000,4820,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -351,3780000,3420,2,1,2,yes,1,no,0,no,0,yes,1,no,0,1,no,0,semi-furnished
Housing id -352,3780000,3600,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -353,3780000,5830,2,1,1,yes,1,no,0,no,0,no,0,no,0,2,no,0,unfurnished
Housing id -354,3780000,2856,3,1,3,yes,1,no,0,no,0,no,0,no,0,0,yes,1,furnished
Housing id -355,3780000,8400,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,furnished
Housing id -356,3773000,8250,3,1,1,yes,1,no,0,no,0,no,0,no,0,2,no,0,furnished
Housing id -357,3773000,2520,5,2,1,no,0,no,0,yes,1,no,0,yes,1,1,no,0,furnished
Housing id -358,3773000,6930,4,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,furnished
Housing id -359,3745000,3480,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -360,3710000,3600,3,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -361,3710000,4040,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -362,3710000,6020,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -363,3710000,4050,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -364,3710000,3584,2,1,1,yes,1,no,0,no,0,yes,1,no,0,0,no,0,semi-furnished
Housing id -365,3703000,3120,3,1,2,no,0,no,0,yes,1,yes,1,no,0,0,no,0,semi-furnished
Housing id -366,3703000,5450,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -367,3675000,3630,2,1,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,furnished
Housing id -368,3675000,3630,2,1,1,yes,1,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -369,3675000,5640,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -370,3675000,3600,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -371,3640000,4280,2,1,1,yes,1,no,0,no,0,no,0,yes,1,2,no,0,semi-furnished
Housing id -372,3640000,3570,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -373,3640000,3180,3,1,2,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -374,3640000,3000,2,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,furnished
Housing id -375,3640000,3520,2,2,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -376,3640000,5960,3,1,2,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -377,3640000,4130,3,2,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,semi-furnished
Housing id -378,3640000,2850,3,2,2,no,0,no,0,yes,1,no,0,no,0,0,yes,1,unfurnished
Housing id -379,3640000,2275,3,1,3,yes,1,no,0,no,0,yes,1,yes,1,0,yes,1,semi-furnished
Housing id -380,3633000,3520,3,1,1,yes,1,no,0,no,0,no,0,no,0,2,yes,1,unfurnished
Housing id -381,3605000,4500,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -382,3605000,4000,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -383,3570000,3150,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,furnished
Housing id -384,3570000,4500,4,2,2,yes,1,no,0,yes,1,no,0,no,0,2,no,0,furnished
Housing id -385,3570000,4500,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -386,3570000,3640,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -387,3535000,3850,3,1,1,yes,1,no,0,no,0,no,0,no,0,2,no,0,unfurnished
Housing id -388,3500000,4240,3,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,semi-furnished
Housing id -389,3500000,3650,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -390,3500000,4600,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -391,3500000,2135,3,2,2,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -392,3500000,3036,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -393,3500000,3990,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -394,3500000,7424,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -395,3500000,3480,3,1,1,no,0,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -396,3500000,3600,6,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -397,3500000,3640,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -398,3500000,5900,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,furnished
Housing id -399,3500000,3120,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -400,3500000,7350,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -401,3500000,3512,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,yes,1,unfurnished
Housing id -402,3500000,9500,3,1,2,yes,1,no,0,no,0,no,0,no,0,3,yes,1,unfurnished
Housing id -403,3500000,5880,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -404,3500000,12944,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -405,3493000,4900,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -406,3465000,3060,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -407,3465000,5320,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,yes,1,unfurnished
Housing id -408,3465000,2145,3,1,3,yes,1,no,0,no,0,no,0,no,0,0,yes,1,furnished
Housing id -409,3430000,4000,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -410,3430000,3185,2,1,1,yes,1,no,0,no,0,no,0,no,0,2,no,0,unfurnished
Housing id -411,3430000,3850,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -412,3430000,2145,3,1,3,yes,1,no,0,no,0,no,0,no,0,0,yes,1,furnished
Housing id -413,3430000,2610,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,unfurnished
Housing id -414,3430000,1950,3,2,2,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,unfurnished
Housing id -415,3423000,4040,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -416,3395000,4785,3,1,2,yes,1,yes,1,yes,1,no,0,yes,1,1,no,0,furnished
Housing id -417,3395000,3450,3,1,1,yes,1,no,0,yes,1,no,0,no,0,2,no,0,unfurnished
Housing id -418,3395000,3640,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -419,3360000,3500,4,1,2,yes,1,no,0,no,0,no,0,yes,1,2,no,0,unfurnished
Housing id -420,3360000,4960,4,1,3,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -421,3360000,4120,2,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -422,3360000,4750,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -423,3360000,3720,2,1,1,no,0,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -424,3360000,3750,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -425,3360000,3100,3,1,2,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -426,3360000,3185,2,1,1,yes,1,no,0,yes,1,no,0,no,0,2,no,0,furnished
Housing id -427,3353000,2700,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -428,3332000,2145,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,furnished
Housing id -429,3325000,4040,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -430,3325000,4775,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -431,3290000,2500,2,1,1,no,0,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -432,3290000,3180,4,1,2,yes,1,no,0,yes,1,no,0,yes,1,0,no,0,unfurnished
Housing id -433,3290000,6060,3,1,1,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,furnished
Housing id -434,3290000,3480,4,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -435,3290000,3792,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -436,3290000,4040,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -437,3290000,2145,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,yes,1,furnished
Housing id -438,3290000,5880,3,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -439,3255000,4500,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -440,3255000,3930,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -441,3234000,3640,4,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -442,3220000,4370,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -443,3220000,2684,2,1,1,yes,1,no,0,no,0,no,0,yes,1,1,no,0,unfurnished
Housing id -444,3220000,4320,3,1,1,no,0,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -445,3220000,3120,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -446,3150000,3450,1,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -447,3150000,3986,2,2,1,no,0,yes,1,yes,1,no,0,no,0,1,no,0,unfurnished
Housing id -448,3150000,3500,2,1,1,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -449,3150000,4095,2,1,1,yes,1,no,0,no,0,no,0,no,0,2,no,0,semi-furnished
Housing id -450,3150000,1650,3,1,2,no,0,no,0,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -451,3150000,3450,3,1,2,yes,1,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -452,3150000,6750,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -453,3150000,9000,3,1,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,semi-furnished
Housing id -454,3150000,3069,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -455,3143000,4500,3,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -456,3129000,5495,3,1,1,yes,1,no,0,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -457,3118850,2398,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,yes,1,semi-furnished
Housing id -458,3115000,3000,3,1,1,no,0,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -459,3115000,3850,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -460,3115000,3500,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -461,3087000,8100,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -462,3080000,4960,2,1,1,yes,1,no,0,yes,1,no,0,yes,1,0,no,0,unfurnished
Housing id -463,3080000,2160,3,1,2,no,0,no,0,yes,1,no,0,no,0,0,no,0,semi-furnished
Housing id -464,3080000,3090,2,1,1,yes,1,yes,1,yes,1,no,0,no,0,0,no,0,unfurnished
Housing id -465,3080000,4500,2,1,2,yes,1,no,0,no,0,yes,1,no,0,1,no,0,semi-furnished
Housing id -466,3045000,3800,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -467,3010000,3090,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -468,3010000,3240,3,1,2,yes,1,no,0,no,0,no,0,no,0,2,no,0,semi-furnished
Housing id -469,3010000,2835,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -470,3010000,4600,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -471,3010000,5076,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -472,3010000,3750,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -473,3010000,3630,4,1,2,yes,1,no,0,no,0,no,0,no,0,3,no,0,semi-furnished
Housing id -474,3003000,8050,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -475,2975000,4352,4,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -476,2961000,3000,2,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -477,2940000,5850,3,1,2,yes,1,no,0,yes,1,no,0,no,0,1,no,0,unfurnished
Housing id -478,2940000,4960,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -479,2940000,3600,3,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -480,2940000,3660,4,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -481,2940000,3480,3,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -482,2940000,2700,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -483,2940000,3150,3,1,2,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -484,2940000,6615,3,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -485,2870000,3040,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -486,2870000,3630,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -487,2870000,6000,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -488,2870000,5400,4,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -489,2852500,5200,4,1,3,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -490,2835000,3300,3,1,2,no,0,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -491,2835000,4350,3,1,2,no,0,no,0,no,0,yes,1,no,0,1,no,0,unfurnished
Housing id -492,2835000,2640,2,1,1,no,0,no,0,no,0,no,0,no,0,1,no,0,furnished
Housing id -493,2800000,2650,3,1,2,yes,1,no,0,yes,1,no,0,no,0,1,no,0,unfurnished
Housing id -494,2800000,3960,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,furnished
Housing id -495,2730000,6800,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -496,2730000,4000,3,1,2,yes,1,no,0,no,0,no,0,no,0,1,no,0,unfurnished
Housing id -497,2695000,4000,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -498,2660000,3934,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -499,2660000,2000,2,1,2,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -500,2660000,3630,3,3,2,no,0,yes,1,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -501,2660000,2800,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -502,2660000,2430,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -503,2660000,3480,2,1,1,yes,1,no,0,no,0,no,0,no,0,1,no,0,semi-furnished
Housing id -504,2660000,4000,3,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,semi-furnished
Housing id -505,2653000,3185,2,1,1,yes,1,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -506,2653000,4000,3,1,2,yes,1,no,0,no,0,no,0,yes,1,0,no,0,unfurnished
Housing id -507,2604000,2910,2,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -508,2590000,3600,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -509,2590000,4400,2,1,1,yes,1,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -510,2590000,3600,2,2,2,yes,1,no,0,yes,1,no,0,no,0,1,no,0,furnished
Housing id -511,2520000,2880,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
Housing id -512,2520000,3180,3,1,1,no,0,no,0,no,0,no,0,no,0,0,no,0,unfurnished
